	Ток анода	Напряжение анода	Ток накала катода	Ток регулятора расхода	Ток магнитной системы	Ток накала катода	Температура НМ	Температура АП	Температура РР
9:25:19:336	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:20:329	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:21:355	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:22:342	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:23:333	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:24:334	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:25:326	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:26:327	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:27:332	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:28:336	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:29:327	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:30:313	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:31:324	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:32:332	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:33:330	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:34:340	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:35:329	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:36:330	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:37:337	0,17	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:38:328	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:39:332	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:40:331	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:41:322	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:42:327	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:43:329	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:44:328	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:45:325	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:46:339	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:47:327	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:48:320	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:49:334	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:50:338	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:51:330	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:52:317	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:53:332	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:54:325	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:55:340	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:56:339	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:57:346	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:58:342	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:25:59:331	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:0:341	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:1:335	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:2:312	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:3:333	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:4:322	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:5:316	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:6:439	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:7:342	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:8:312	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:9:312	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:10:310	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:11:342	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:12:320	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:13:327	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:14:318	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:15:312	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:16:333	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:17:335	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:18:318	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:19:320	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:20:329	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:21:335	0,81	8755	0,68	218,62	306	15,3	-84	-118	-152
9:26:22:325	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:23:338	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:24:314	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:25:313	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:26:338	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:27:332	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:28:337	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:29:329	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:30:333	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:31:334	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:32:329	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:33:324	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:34:309	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:35:331	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:36:323	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:37:320	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:38:333	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:39:335	0,81	8823	0,68	218,62	306	15,3	-84	-118	-152
9:26:40:326	0,81	8823	0,68	217,61	306	15,3	-84	-118	-152
9:26:41:320	0,81	8823	0,68	217,61	306	15,3	-84	-118	-152
9:26:42:329	0,81	8823	0,68	217,61	306	15,3	-84	-118	-152
9:26:43:336	0,81	8823	0,68	217,61	306	15,3	-84	-118	-152
9:26:44:332	0,81	8823	0,68	217,61	306	15,3	-84	-118	-152
9:26:45:323	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:46:327	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:47:327	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:48:331	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:49:319	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:50:330	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:51:321	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:52:334	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:53:327	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:54:327	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:55:333	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:56:328	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:57:335	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:58:333	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:26:59:314	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:0:328	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:1:327	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:2:329	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:3:330	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:4:338	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:5:314	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:6:324	0,81	8823	0,68	174,09	306	15,3	-84	-118	-152
9:27:7:336	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:8:330	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:9:332	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:10:325	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:11:337	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:12:337	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:13:331	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:14:307	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:15:334	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:16:337	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:17:331	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:18:332	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:19:334	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:20:308	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:21:312	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:22:334	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:23:321	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:24:326	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:25:332	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:26:331	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:27:331	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:28:339	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:29:331	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:30:333	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:31:334	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:32:318	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:33:311	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:34:334	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:35:317	0,81	8705	0,68	174,09	306	15,3	-84	-118	-152
9:27:36:335	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:37:327	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:38:326	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:39:341	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:40:333	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:41:328	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:42:323	0,81	8704	0,68	174,09	306	15,3	-84	-118	-152
9:27:43:325	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:44:295	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:45:319	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:46:331	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:47:339	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:48:327	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:49:303	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:50:332	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:51:330	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:52:341	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:53:335	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:27:54:312	0,81	256	0,68	174,09	306	15,3	-84	-118	-152
9:
