	Ток анода	Напряжение анода	Ток накала катода	Ток регулятора расхода	Ток магнитной системы	Ток накала катода	Температура НМ	Температура АП	Температура РР
11:43:6:561	0	0	0	0	0	0	0	0	0
11:43:12:228	0	0	0	0	0	0	0	0	0
11:43:12:344	0	0	0	0	0	0	0	0	0
11:43:12:451	0	0	0	0	0	0	0	0	0
11:43:12:549	0	0	0	0	0	0	0	0	0
11:43:12:666	0	0	0	0	0	0	0	0	0
11:43:12:774	0	0	0	0	0	0	0	0	0
11:43:12:888	0	0	0	0	0	0	0	0	0
11:43:12:979	0	0	0	0	0	0	0	0	0
11:43:13:100	0	0	0	0	0	0	0	0	0
11:43:13:212	0	0	0	0	0	0	0	0	0
11:43:13:328	0	0	0	0	0	0	0	0	0
11:43:13:418	0	0	0	0	0	0	0	0	0
11:43:13:539	0	0	0	0	0	0	0	0	0
11:43:13:635	0	0	0	0	0	0	0	0	0
11:43:13:754	0	0	0	0	0	0	0	0	0
11:43:13:861	0	0	0	0	0	0	0	0	0
11:43:13:967	0	0	0	0	0	0	0	0	0
11:43:14:86	0	0	0	0	0	0	0	0	0
11:43:14:196	0	0	0	0	0	0	0	0	0
11:43:14:290	0	0	0	0
