	Ток анода	Напряжение анода	Ток накала катода	Ток регулятора расхода	Ток магнитной системы	Ток накала катода	Температура НМ	Температура АП	Температура РР
10:17:4:406	0	0	0	0	0	0	0	0	0
10:17:4:517	0	0	0	0	0	0	0	0	0
10:17:4:617	0	0	0	0	0	0	0	0	0
10:17:4:727	0	0	0	0	0	0	0	0	0
10:17:4:867	0	0	0	0	0	0	0	0	0
10:17:4:990	0	0	0	0	0	0	0	0	0
10:17:5:116	0	0	0	0	0	0	0	0	0
10:17:5:204	0	0	0	0	0	0	0	0	0
10:17:5:332	0	0	0	0	0	0	0	0	0
10:17:5:439	0	0	0	0	0	0	0	0	0
10:17:5:541	0	0	0	0	0	0	0	0	0
10:17:5:646	0	0	0	0	0	0	0	0	0
10:17:5:776	0	0	0	0	0	0	0	0	0
10:17:5:863	0	0	0	0	0	0	0	0	0
10:17:5:989	0	0	0	0	0	0	0	0	0
10:17:6:107	0	0	0	0	0	0	0	0	0
10:17:6:202	0	0	0	0	0	0	0	0	0
10:17:6:296	0	0	0	0	0	0	0	0	0
10:17:6:411	0	0	0	0	0	0	0	0	0
10:17:6:523	0	0	0	0	0	0	0	0	0
10:17:6:647	0	0	0	0	0	0	0	0	0
10:17:6:733	0	0	0	0	0	0	0	0	0
10:17:6:860	0	0	0	0	0	0	0	0	0
10:17:6:958	0	0	0	0	0	0	0	0	0
10:17:7:59	0	0	0	0	0	0	0	0	0
10:17:7:178	0	0	0	0	0	0	0	0	0
10:17:7:283	0	0	0	0	0	0	0	0	0
10:17:7:395	0	0	0	0	0	0	0	0	0
10:17:7:496	0	0	0	0	0	0	0	0	0
10:17:7:606	0	0	0	0	0	0	0	0	0
10:17:7:730	0	0	0	0	0	0	0	0	0
10:17:7:841	0	0	0	0	0	0	0	0	0
10:17:7:942	0	0	0	0	0	0	0	0	0
10:17:8:57	0	0	0	0	0	0	0	0	0
10:17:8:181	0	0	0	0	0	0	0	0	0
10:17:8:284	0	0	0	0	0	0	0	0	0
10:17:8:376	0	0	0	0	0	0	0	0	0
10:17:8:503	0	0	0	0	0	0	0	0	0
10:17:8:601	0	0	0	0	0	0	0	0	0
10:17:8:715	0	0	0	0	0	0	0	0	0
10:17:8:813	0	0	0	0	0	0	0	0	0
10:17:8:927	0	0	0	0	0	0	0	0	0
10:17:9:51	0	0	0	0	0	0	0	0	0
10:17:9:171	0	0	0	0	0	0	0	0	0
10:17:9:259	0	0	0	0	0	0	0	0	0
10:17:9:369	0	0	0	0	0	0	0	0	0
10:17:9:476	0	0	0	0	0	0	0	0	0
10:17:9:576	0	0	0	0	0	0	0	0	0
10:17:9:685	0	0	0	0	0	0	0	0	0
10:17:9:798	0	0	0	0	0	0	0	0	0
10:17:9:920	0	0	0	0	0	0	0	0	0
10:17:10:18	0	0	0	0	0	0	0	0	0
10:17:10:120	0	0	0	0	0	0	0	0	0
10:17:10:218	0	0	0	0	0	0	0	0	0
10:17:13:446	0	0	0	0	0	0	0	0	0
10:17:13:532	0	0	0	0	0	0	0	0	0
10:17:13:638	0	0	0	0	0	0	0	0	0
10:17:24:530	0	0	0	0	0	0	0	0	0
10:17:24:616	0	0	0	0	0	0	0	0	0
10:17:31:481	0	0	0	0	0	0	0	0	0
10:17:31:581	0	0	0	0	0	0	0	0	0
10:17:31:672	0	0	0	0	0	0	0	0	0
10:17:43:740	0	0	0	0	0	0	0	0	0
10:17:43:845	0	0	0	0	0	0	0	0	0
10:17:48:745	0	0	0	0	0	0	0	0	0
10:17:48:844	0	0	0	0	0	0	0	0	0
10:17:48:938	0	0	0	0	0	0	0	0	0
10:18:0:595	0	0	0	0	0	0	0	0	0
10:18:1:67	0	0	0	0	0	0	0	0	0
10:18:1:421	0	0	0	0	0	0	0	0	0
10:18:1:639	0	0	0	0	0	0	0	0	0
10:18:1:843	0	0	0	0	0	0	0	0	0
10:18:2:46	0	0	0	0	0	0	0	0	0
10:18:2:240	0	0	0	0	0	0	0	0	0
10:18:2:439	0	0	0	0	0	0	0	0	0
10:18:2:641	0	0	0	0	0	0	0	0	0
10:18:2:840	0	0	0	0	0	0	0	0	0
10:18:3:37	0	0	0	0	0	0	0	0	0
10:18:3:243	0	0	0	0	0	0	0	0	0
10:18:3:437	0	0	0	0	0	0	0	0	0
10:18:3:652	0	0	0	0	0	0	0	0	0
10:18:3:845	0	0	0	0	0	0	0	0	0
10:18:4:398	0	0	0	0	0	0	0	0	0
10:18:4:573	0	0	0	0	0	0	0	0	0
10:18:10:167	0	0	0	0	0	0	0	0	0
10:18:10:265	0	0	0	0	0	0	0	0	0
10:18:10:367	0	0	0	0	0	0	0	0	0
10:18:10:458	0	0	0	0	0	0	0	0	0
10:18:10:556	0	0	0	0	0	0	0	0	0
10:18:27:821	0	0	0	0	0	0	0	0	0
10:18:27:917	0	0	0	0	0	0	0	0	0
10:18:28:3	0	0	0	0	0	0	0	0	0
10:18:28:103	0	0	0	0	0	0	0	0	0
10:18:28:204	0	0	0	0	0	0	0	0	0
10:18:28:311	0	0	0	0	0	0	0	0	0
10:18:28:403	0	0	0	0	0	0	0	0	0
10:18:39:290	0	0	0	0	0	0	0	0	0
10:18:39:706	0	0	0	0	0	0	0	0	0
10:18:43:445	0	0	0	0	0	0	0	0	0
10:18:43:576	0	0	0	0	0	0	0	0	0
10:18:43:664	0	0	0	0	0	0	0	0	0
10:18:43:773	0	0	0	0	0	0	0	0	0
10:18:43:866	0	0	0	0	0	0	0	0	0
10:18:43:999	0	0	0	0	0	0	0	0	0
10:18:44:91	0	0	0	0	0	0	0	0	0
10:18:44:220	0	0	0	0	0	0	0	0	0
10:18:44:315	0	0	0	0	0	0	0	0	0
10:18:44:440	0	0	0	0	0	0	0	0	0
10:18:44:537	0	0	0	0	0	0	0	0	0
10:18:44:638	0	0	0	0	0	0	0	0	0
10:18:44:736	0	0	0	0	0	0	0	0	0
10:18:44:870	0	0	0	0	0	0	0	0	0
10:18:44:988	0	0	0	0	0	0	0	0	0
10:18:45:86	0	0	0	0	0	0	0	0	0
10:18:45:187	0	0	0	0	0	0	0	0	0
10:18:45:313	0	0	0	0	0	0	0	0	0
10:18:45:407	0	0	0	0	0	0	0	0	0
10:18:45:508	0	0	0	0	0	0	0	0	0
10:18:45:629	0	0	0	0	0	0	0	0	0
10:18:45:732	0	0	0	0	0	0	0	0	0
10:18:45:846	0	0	0	0	0	0	0	0	0
10:18:45:951	0	0	0	0	0	0	0	0	0
10:18:46:67	0	0	0	0	0	0	0	0	0
10:18:46:179	0	0	0	0	0	0	0	0	0
10:18:46:272	0	0	0	0	0	0	0	0	0
10:18:46:387	0	0	0	0	0	0	0	0	0
10:18:46:496	0	0	0	0	0	0	0	0	0
10:18:46:605	0	0	0	0	0	0	0	0	0
10:18:46:739	0	0	0	0	0	0	0	0	0
10:18:46:828	0	0	0	0	0	0	0	0	0
10:18:46:931	0	0	0	0	0	0	0	0	0
10:18:47:53	0	0	0	0	0	0	0	0	0
10:18:47:159	0	0	0	0	0	0	0	0	0
10:18:47:255	0	0	0	0	0	0	0	0	0
10:18:47:363	0	0	0	0	0	0	0	0	0
10:18:47:501	0	0	0	0	0	0	0	0	0
10:18:47:586	0	0	0	0	0	0	0	0	0
10:18:47:718	0	0	0	0	0	0	0	0	0
10:18:47:814	0	0	0	0	0	0	0	0	0
10:18:47:926	0	0	0	0	0	0	0	0	0
10:18:48:26	0	0	0	0	0	0	0	0	0
10:18:48:136	0	0	0	0	0	0	0	0	0
10:18:48:261	0	0	0	0	0	0	0	0	0
10:18:48:376	0	0	0	0	0	0	0	0	0
10:18:48:485	0	0	0	0	0	0	0	0	0
10:18:48:574	0	0	0	0	0	0	0	0	0
10:18:48:687	0	0	0	0	0	0	0	0	0
10:18:48:798	0	0	0	0	0	0	0	0	0
10:18:48:901	0	0	0	0	0	0	0	0	0
10:18:49:9	0	0	0	0	0	0	0	0	0
10:18:49:123	0	0	0	0	0	0	0	0	0
10:18:49:225	0	0	0	0	0	0	0	0	0
10:18:49:335	0	0	0	0	0	0	0	0	0
10:18:49:458	0	0	0	0	0	0	0	0	0
10:18:49:571	0	0	0	0	0	0	0	0	0
10:18:49:699	0	0	0	0	0	0	0	0	0
10:18:49:779	0	0	0	0	0	0	0	0	0
10:18:49:884	0	0	0	0	0	0	0	0	0
10:18:49:993	0	0	0	0	0	0	0	0	0
10:18:50:121	0	0	0	0	0	0	0	0	0
10:18:50:219	0	0	0	0	0	0	0	0	0
10:18:50:330	0	0	0	0	0	0	0	0	0
10:18:50:442	0	0	0	0	0	0	0	0	0
10:18:50:538	0	0	0	0	0	0	0	0	0
10:18:50:661	0	0	0	0	0	0	0	0	0
10:18:50:767	0	0	0	0	0	0	0	0	0
10:18:50:863	0	0	0	0	0	0	0	0	0
10:18:50:974	0	0	0	0	0	0	0	0	0
10:18:51:87	0	0	0	0	0	0	0	0	0
10:18:51:203	0	0	0	0	0	0	0	0	0
10:18:51:312	0	0	0	0	0	0	0	0	0
10:18:51:434	0	0	0	0	0	0	0	0	0
10:18:51:526	0	0	0	0	0	0	0	0	0
10:18:51:644	0	0	0	0	0	0	0	0	0
10:18:51:749	0	0	0	0	0	0	0	0	0
10:18:51:862	0	0	0	0	0	0	0	0	0
10:18:51:962	0	0	0	0	0	0	0	0	0
10:18:52:72	0	0	0	0	0	0	0	0	0
10:18:52:184	0	0	0	0	0	0	0	0	0
10:18:52:302	0	0	0	0	0	0	0	0	0
10:18:52:407	0	0	0	0	0	0	0	0	0
10:18:52:510	0	0	0	0	0	0	0	0	0
10:18:52:619	0	0	0	0	0	0	0	0	0
10:18:52:737	0	0	0	0	0	0	0	0	0
10:18:52:833	0	0	0	0	0	0	0	0	0
10:18:52:943	0	0	0	0	0	0	0	0	0
10:18:53:62	0	0	0	0	0	0	0	0	0
10:18:53:167	0	0	0	0	0	0	0	0	0
10:18:53:272	0	0	0	0	0	0	0	0	0
10:18:53:381	0	0	0	0	0	0	0	0	0
10:18:53:510	0	0	0	0	0	0	0	0	0
10:18:53:607	0	0	0	0	0	0	0	0	0
10:18:53:743	0	0	0	0	0	0	0	0	0
10:18:53:830	0	0	0	0	0	0	0	0	0
10:18:53:940	0	0	0	0	0	0	0	0	0
10:18:54:55	0	0	0	0	0	0	0	0	0
10:18:54:156	0	0	0	0	0	0	0	0	0
10:18:54:251	0	0	0	0	0	0	0	0	0
10:18:54:379	0	0	0	0	0	0	0	0	0
10:18:54:507	0	0	0	0	0	0	0	0	0
10:18:54:603	0	0	0	0	0	0	0	0	0
10:18:54:702	0	0	0	0	0	0	0	0	0
10:18:54:830	0	0	0	0	0	0	0	0	0
10:18:54:934	0	0	0	0	0	0	0	0	0
10:18:55:25	0	0	0	0	0	0	0	0	0
10:18:55:215	0	0	0	0	0	0	0	0	0
10:18:55:258	0	0	0	0	0	0	0	0	0
10:18:55:360	0	0	0	0	0	0	0	0	0
10:18:55:487	0	0	0	0	0	0	0	0	0
10:18:55:571	0	0	0	0	0	0	0	0	0
10:18:55:697	0	0	0	0	0	0	0	0	0
10:18:55:816	0	0	0	0	0	0	0	0	0
10:18:55:911	0	0	0	0	0	0	0	0	0
10:18:56:13	0	0	0	0	0	0	0	0	0
10:18:56:121	0	0	0	0	0	0	0	0	0
10:18:56:234	0	0	0	0	0	0	0	0	0
10:18:56:358	0	0	0	0	0	0	0	0	0
10:18:56:446	0	0	0	0	0	0	0	0	0
10:18:56:570	0	0	0	0	0	0	0	0	0
10:18:56:686	0	0	0	0	0	0	0	0	0
10:18:56:771	0	0	0	0	0	0	0	0	0
10:18:56:897	0	0	0	0	0	0	0	0	0
10:18:56:993	0	0	0	0	0	0	0	0	0
10:18:57:134	0	0	0	0	0	0	0	0	0
10:18:57:234	0	0	0	0	0	0	0	0	0
10:18:57:334	0	0	0	0	0	0	0	0	0
10:18:57:469	0	0	0	0	0	0	0	0	0
10:18:57:551	0	0	0	0	0	0	0	0	0
10:18:57:655	0	0	0	0	0	0	0	0	0
10:18:57:766	0	0	0	0	0	0	0	0	0
10:18:57:888	0	0	0	0	0	0	0	0	0
10:18:58:3	0	0	0	0	0	0	0	0	0
10:18:58:97	0	0	0	0	0	0	0	0	0
10:18:58:299	0	0	0	0	0	0	0	0	0
10:18:58:397	0	0	0	0	0	0	0	0	0
10:18:58:509	0	0	0	0	0	0	0	0	0
10:18:58:606	0	0	0	0	0	0	0	0	0
10:18:58:724	0	0	0	0	0	0	0	0	0
10:18:58:833	0	0	0	0	0	0	0	0	0
10:18:58:933	0	0	0	0	0	0	0	0	0
10:18:59:58	0	0	0	0	0	0	0	0	0
10:18:59:151	0	0	0	0	0	0	0	0	0
10:18:59:258	0	0	0	0	0	0	0	0	0
10:18:59:383	0	0	0	0	0	0	0	0	0
10:18:59:494	0	0	0	0	0	0	0	0	0
10:18:59:576	0	0	0	0	0	0	0	0	0
10:18:59:710	0	0	0	0	0	0	0	0	0
10:18:59:830	0	0	0	0	0	0	0	0	0
10:18:59:934	0	0	0	0	0	0	0	0	0
10:19:0:43	0	0	0	0	0	0	0	0	0
10:19:0:168	0	0	0	0	0	0	0	0	0
10:19:0:259	0	0	0	0	0	0	0	0	0
10:19:0:378	0	0	0	0	0	0	0	0	0
10:19:0:486	0	0	0	0	0	0	0	0	0
10:19:0:579	0	0	0	0	0	0	0	0	0
10:19:0:693	0	0	0	0	0	0	0	0	0
10:19:0:803	0	0	0	0	0	0	0	0	0
10:19:0:917	0	0	0	0	0	0	0	0	0
10:19:1:15	0	0	0	0	0	0	0	0	0
10:19:1:121	0	0	0	0	0	0	0	0	0
10:19:1:248	0	0	0	0	0	0	0	0	0
10:19:1:358	0	0	0	0	0	0	0	0	0
10:19:1:460	0	0	0	0	0	0	0	0	0
10:19:1:577	0	0	0	0	0	0	0	0	0
10:19:1:674	0	0	0	0	0	0	0	0	0
10:19:1:788	0	0	0	0	0	0	0	0	0
10:19:1:886	0	0	0	0	0	0	0	0	0
10:19:1:998	0	0	0	0	0	0	0	0	0
10:19:2:119	0	0	0	0	0	0	0	0	0
10:19:2:211	0	0	0	0	0	0	0	0	0
10:19:2:322	0	0	0	0	0	0	0	0	0
10:19:2:447	0	0	0	0	0	0	0	0	0
10:19:2:568	0	0	0	0	0	0	0	0	0
10:19:2:660	0	0	0	0	0	0	0	0	0
10:19:2:769	0	0	0	0	0	0	0	0	0
10:19:2:892	0	0	0	0	0	0	0	0	0
10:19:2:999	0	0	0	0	0	0	0	0	0
10:19:3:104	0	0	0	0	0	0	0	0	0
10:19:3:205	0	0	0	0	0	0	0	0	0
10:19:3:320	0	0	0	0	0	0	0	0	0
10:19:3:439	0	0	0	0	0	0	0	0	0
10:19:3:553	0	0	0	0	0	0	0	0	0
10:19:3:663	0	0	0	0	0	0	0	0	0
10:19:3:753	0	0	0	0	0	0	0	0	0
10:19:3:866	0	0	0	0	0	0	0	0	0
10:19:3:978	0	0	0	0	0	0	0	0	0
10:19:4:100	0	0	0	0	0	0	0	0	0
10:19:4:191	0	0	0	0	0	0	0	0	0
10:19:4:301	0	0	0	0	0	0	0	0	0
10:19:4:420	0	0	0	0	0	0	0	0	0
10:19:4:523	0	0	0	0	0	0	0	0	0
10:19:4:626	0	0	0	0	0	0	0	0	0
10:19:4:733	0	0	0	0	0	0	0	0	0
10:19:4:849	0	0	0	0	0	0	0	0	0
10:19:4:971	0	0	0	0	0	0	0	0	0
10:19:5:62	0	0	0	0	0	0	0	0	0
10:19:5:174	0	0	0	0	0	0	0	0	0
10:19:5:303	0	0	0	0	0	0	0	0	0
10:19:5:392	0	0	0	0	0	0	0	0	0
10:19:5:498	0	0	0	0	0	0	0	0	0
10:19:5:626	0	0	0	0	0	0	0	0	0
10:19:5:721	0	0	0	0	0	0	0	0	0
10:19:5:833	0	0	0	0	0	0	0	0	0
10:19:5:933	0	0	0	0	0	0	0	0	0
10:19:6:47	0	0	0	0	0	0	0	0	0
10:19:6:168	0	0	0	0	0	0	0	0	0
10:19:6:269	0	0	0	0	0	0	0	0	0
10:19:6:382	0	0	0	0	0	0	0	0	0
10:19:6:492	0	0	0	0	0	0	0	0	0
10:19:6:595	0	0	0	0	0	0	0	0	0
10:19:6:706	0	0	0	0	0	0	0	0	0
10:19:6:826	0	0	0	0	0	0	0	0	0
10:19:6:919	0	0	0	0	0	0	0	0	0
10:19:7:40	0	0	0	0	0	0	0	0	0
10:19:7:156	0	0	0	0	0	0	0	0	0
10:19:7:277	0	0	0	0	0	0	0	0	0
10:19:7:367	0	0	0	0	0	0	0	0	0
10:19:7:477	0	0	0	0	0	0	0	0	0
10:19:7:601	0	0	0	0	0	0	0	
