	Ток анода	Напряжение анода	Ток накала катода	Ток регулятора расхода	Ток магнитной системы	Ток накала катода	Температура НМ	Температура АП	Температура РР
10:24:41:218	0	0	0	0	0	0	0	0	0
10:24:41:326	0	0	0	0	0	0	0	0	0
10:24:41:421	0	0	0	0	0	0	0	0	0
10:24:41:544	0	0	0	0	0	0	0	0	0
10:24:41:652	0	0	0	0	0	0	0	0	0
10:24:41:766	0	0	0	0	0	0	0	0	0
10:24:41:873	0	0	0	0	0	0	0	0	0
10:24:41:976	0	0	0	0	0	0	0	0	0
10:24:42:103	0	0	0	0	0	0	0	0	0
10:24:42:263	0	0	0	0	0	0	0	0	0
10:24:42:314	0	0	0	0	0	0	0	0	0
10:24:42:422	0	0	0	0	0	0	0	0	0
10:24:42:523	0	0	0	0	0	0	0	0	0
10:24:42:637	0	0	0	0	0	0	0	0	0
10:24:42:751	0	0	0	0	0	0	0	0	0
10:24:42:868	0	0	0	0	0	0	0	0	0
10:24:42:982	0	0	0	0	0	0	0	0	0
10:24:43:78	0	0	0	0	0	0	0	0	0
10:24:43:185	0	0	0	0	0	0	0	0	0
10:24:43:289	0	0	0	0	0	0	0	0	0
10:24:43:400	0	0	0	0	0	0	0	0	0
10:24:43:503	0	0	0	0	0	0	0	0	0
10:24:43:621	0	0	0	0	0	0	0	0	0
10:24:43:717	0	0	0	0	0	0	0	0	0
10:24:43:828	0	0	0	0	0	0	0	0	0
10:24:43:952	0	0	0	0	0	0	0	0	0
10:24:44:55	0	0	0	0	0	0	0	0	0
10:24:44:164	0	0	0	0	0	0	0	0	0
10:24:44:276	0	0	0	0	0	0	0	0	0
10:24:44:392	0	0	0	0	0	0	0	0	0
10:24:44:502	0	0	0	0	0	0	0	0	0
10:24:44:602	0	0	0	0	0	0	0	0	0
10:24:44:699	0	0	0	0	0	0	0	0	0
10:24:44:825	0	0	0	0	0	0	0	0	0
10:24:44:935	0	0	0	0	0	0	0	0	0
10:24:45:50	0	0	0	0	0	0	0	0	0
10:24:45:154	0	0	0	0	0	0	0	0	0
10:24:45:263	0	0	0	0	0	0	0	0	0
10:24:45:386	0	0	0	0	0	0	0	0	0
10:24:45:498	0	0	0	0	0	0	0	0	0
10:24:45:594	0	0	0	0	0	0	0	0	0
10:24:45:709	0	0	0	0	0	0	0	0	0
10:24:45:821	0	0	0	0	0	0	0	0	0
10:24:45:921	0	0	0	0	0	0	0	0	0
10:24:46:33	0	0	0	0	0	0	0	0	0
10:24:46:139	0	0	0	0	0	0	0	0	0
10:24:46:258	0	0	0	0	0	0	0	0	0
10:24:46:370	0	0	0	0	0	0	0	0	0
10:24:46:457	0	0	0	0	0	0	0	0	0
10:24:46:586	0	0	0	0	0	0	0	0	0
10:24:46:688	0	0	0	0	0	0	0	0	0
10:24:46:800	0	0	0	0	0	0	0	0	0
10:24:46:888	0	0	0	0	0	0	0	0	0
10:24:47:9	0	0	0	0	0	0	0	0	0
10:24:47:118	0	0	0	0	0	0	0	0	0
10:24:47:241	0	0	0	0	0	0	0	0	0
10:24:47:341	0	0	0	0	0	0	0	0	0
10:24:47:441	0	0	0	0	0	0	0	0	0
10:24:47:553	0	0	0	0	0	0	0	0	0
10:24:47:664	0	0	0	0	0	0	0	0	0
10:24:47:764	0	0	0	0	0	0	0	0	0
10:24:47:882	0	0	0	0	0	0	0	0	0
10:24:47:991	0	0	0	0	0	0	0	0	0
10:24:48:100	0	0	0	0	0	0	0	0	0
10:24:48:213	0	0	0	0	0	0	0	0	0
10:24:48:315	0	0	0	0	0	0	0	0	0
10:24:48:430	0	0	0	0	0	0	0	0	0
10:24:48:543	0	0	0	0	0	0	0	0	0
10:24:48:657	0	0	0	0	0	0	0	0	0
10:24:48:746	0	0	0	0	0	0	0	0	0
10:24:48:887	0	0	0	0	0	0	0	0	0
10:24:48:991	0	0	0	0	0	0	0	0	0
10:24:49:86	0	0	0	0	0	0	0	0	0
10:24:49:194	0	0	0	0	0	0	0	0	0
10:24:49:308	0	0	0	0	0	0	0	0	0
10:24:49:441	0	0	0	0	0	0	0	0	0
10:24:49:530	0	0	0	0	0	0	0	0	0
10:24:49:634	0	0	0	0	0	0	0	0	0
10:24:49:745	0	0	0	0	0	0	0	0	0
10:24:49:858	0	0	0	0	0	0	0	0	0
10:24:49:959	0	0	0	0	0	0	0	0	0
10:24:50:73	0	0	0	0	0	0	0	0	0
10:24:50:183	0	0	0	0	0	0	0	0	0
10:24:50:294	0	0	0	0	0	0	0	0	0
10:24:50:394	0	0	0	0	0	0	0	0	0
10:24:50:501	0	0	0	0	0	0	0	0	0
10:24:50:615	0	0	0	0	0	0	0	0	0
10:24:50:729	0	0	0	0	0	0	0	0	0
10:24:50:842	0	0	0	0	0	0	0	0	0
10:24:50:955	0	0	0	0	0	0	0	0	0
10:24:51:50	0	0	0	0	0	0	0	0	0
10:24:51:175	0	0	0	0	0	0	0	0	0
10:24:51:292	0	0	0	0	0	0	0	0	0
10:24:51:392	0	0	0	0	0	0	0	0	0
10:24:51:491	0	0	0	0	0	0	0	0	0
10:24:51:588	0	0	0	0	0	0	0	0	0
10:24:51:712	0	0	0	0	0	0	0	0	0
10:24:51:826	0	0	0	0	0	0	0	0	0
10:24:51:925	0	0	0	0	0	0	0	0	0
10:24:52:38	0	0	0	0	0	0	0	0	0
10:24:52:164	0	0	0	0	0	0	0	0	0
10:24:52:274	0	0	0	0	0	0	0	0	0
10:24:52:360	0	0	0	0	0	0	0	0	0
10:24:52:472	0	0	0	0	0	0	0	0	0
10:24:52:585	0	0	0	0	0	0	0	0	0
10:24:52:699	0	0	0	0	0	0	0	0	0
10:24:52:823	0	0	0	0	0	0	0	0	0
10:24:52:915	0	0	0	0	0	0	0	0	0
10:24:53:38	0	0	0	0	0	0	0	0	0
10:24:53:133	0	0	0	0	0	0	0	0	0
10:24:53:248	0	0	0	0	0	0	0	0	0
10:24:53:357	0	0	0	0	0	0	0	0	0
10:24:53:484	0	0	0	0	0	0	0	0	0
10:24:53:578	0	0	0	0	0	0	0	0	0
10:24:53:685	0	0	0	0	0	0	0	0	0
10:24:53:783	0	0	0	0	0	0	0	0	0
10:24:53:907	0	0	0	0	0	0	0	0	0
10:24:54:9	0	0	0	0	0	0	0	0	0
10:24:54:120	0	0	0	0	0	0	0	0	0
10:24:54:231	0	0	0	0	0	0	0	0	0
10:24:54:344	0	0	0	0	0	0	0	0	0
10:24:54:442	0	0	0	0	0	0	0	0	0
10:24:54:554	0	0	0	0	0	0	0	0	0
10:24:54:664	0	0	0	0	0	0	0	0	0
10:24:54:780	0	0	0	0	0	0	0	0	0
10:24:54:892	0	0	0	0	0	0	0	0	0
10:24:54:983	0	0	0	0	0	0	0	0	0
10:24:55:101	0	0	0	0	0	0	0	0	0
10:24:55:216	0	0	0	0	0	0	0	0	0
10:24:55:326	0	0	0	0	0	0	0	0	0
10:24:55:438	0	0	0	0	0	0	0	0	0
10:24:55:545	0	0	0	0	0	0	0	0	0
10:24:55:653	0	0	0	0	0	0	0	0	0
10:24:55:747	0	0	0	0	0	0	0	0	0
10:24:55:884	0	0	0	0	0	0	0	0	0
10:24:55:974	0	0	0	0	0	0	0	0	0
10:24:56:84	0	0	0	0	0	0	0	0	0
10:24:56:196	0	0	0	0	0	0	0	0	0
10:24:56:306	0	0	0	0	0	0	0	0	0
10:24:56:414	0	0	0	0	0	0	0	0	0
10:24:56:526	0	0	0	0	0	0	0	0	0
10:24:56:630	0	0	0	0	0	0	0	0	0
10:24:56:747	0	0	0	0	0	0	0	0	0
10:24:56:858	0	0	0	0	0	0	0	0	0
10:24:56:957	0	0	0	0	0	0	0	0	0
10:24:57:83	0	0	0	0	0	0	0	0	0
10:24:57:215	0	0	0	0	0	0	0	0	0
10:24:57:313	0	0	0	0	0	0	0	0	0
10:24:57:413	0	0	0	0	0	0	0	0	0
10:24:57:520	0	0	0	0	0	0	0	0	0
10:24:57:616	0	0	0	0	0	0	0	0	0
10:24:57:743	0	0	0	0	0	0	0	0	0
10:24:57:835	0	0	0	0	0	0	0	0	0
10:24:57:943	0	0	0	0	0	0	0	0	0
10:24:58:51	0	0	0	0	0	0	0	0	0
10:24:58:165	0	0	0	0	0	0	0	0	0
10:24:58:262	0	0	0	0	0	0	0	0	0
10:24:58:380	0	0	0	0	0	0	0	0	0
10:24:58:490	0	0	0	0	0	0	0	0	0
10:24:58:602	0	0	0	0	0	0	0	0	0
10:24:58:701	0	0	0	0	0	0	0	0	0
10:24:58:809	0	0	0	0	0	0	0	0	0
10:24:58:942	0	0	0	0	0	0	0	0	0
10:24:59:61	0	0	0	0	0	0	0	0	0
10:24:59:162	0	0	0	0	0	0	0	0	0
10:24:59:267	0	0	0	0	0	0	0	0	0
10:24:59:377	0	0	0	0	0	0	0	0	0
10:24:59:486	0	0	0	0	0	0	0	0	0
10:24:59:600	0	0	0	0	0	0	0	0	0
10:24:59:695	0	0	0	0	0	0	0	0	0
10:24:59:806	0	0	0	0	0	0	0	0	0
10:24:59:933	0	0	0	0	0	0	0	0	0
10:25:0:41	0	0	0	0	0	0	0	0	0
10:25:0:137	0	0	0	0	0	0	0	0	0
10:25:0:267	0	0	0	0	0	0	0	0	0
10:25:0:360	0	0	0	0	0	0	0	0	0
10:25:0:458	0	0	0	0	0	0	0	0	0
10:25:0:570	0	0	0	0	0	0	0	0	0
10:25:0:681	0	0	0	0	0	0	0	0	0
10:25:0:795	0	0	0	0	0	0	0	0	0
10:25:0:902	0	0	0	0	0	0	0	0	0
10:25:1:15	0	0	0	0	0	0	0	0	0
10:25:1:139	0	0	0	0	0	0	0	0	0
10:25:1:230	0	0	0	0	0	0	0	0	0
10:25:1:344	0	0	0	0	0	0	0	0	0
10:25:1:443	0	0	0	0	0	0	0	0	0
10:25:1:567	0	0	0	0	0	0	0	0	0
10:25:1:664	0	0	0	0	0	0	0	0	0
10:25:1:775	0	0	0	0	0	0	0	0	0
10:25:1:887	0	0	0	0	0	0	0	0	0
10:25:2:1	0	0	0	0	0	0	0	0	0
10:25:2:126	0	0	0	0	0	0	0	0	0
10:25:2:236	0	0	0	0	0	0	0	0	0
10:25:2:325	0	0	0	0	0	0	0	0	0
10:25:2:438	0	0	0	0	0	0	0	0	0
10:25:2:548	0	0	0	0	0	0	0	0	0
10:25:2:646	0	0	0	0	0	0	0	0	0
10:25:2:761	0	0	0	0	0	0	0	0	0
10:25:2:877	0	0	0	0	0	0	0	0	0
10:25:2:970	0	0	0	0	0	0	0	0	0
10:25:3:85	0	0	0	0	0	0	0	0	0
10:25:3:199	0	0	0	0	0	0	0	0	0
10:25:3:319	0	0	0	0	0	0	0	0	0
10:25:3:420	0	0	0	0	0	0	0	0	0
10:25:3:518	0	0	0	0	0	0	0	0	0
10:25:3:637	0	0	0	0	0	0	0	0	0
10:25:3:747	0	0	0	0	0	0	0	0	0
10:25:3:855	0	0	0	0	0	0	0	0	0
10:25:3:968	0	0	0	0	0	0	0	0	0
10:25:4:67	0	0	0	0	0	0	0	0	0
10:25:4:390	0	0	0	0	0	0	0	0	0
10:25:4:414	0	0	0	0	0	0	0	0	0
10:25:4:482	0	0	0	0	0	0	0	0	0
10:25:4:593	0	0	0	0	0	0	0	0	0
10:25:4:688	0	0	0	0	0	0	0	0	0
10:25:4:796	0	0	0	0	0	0	0	0	0
10:25:4:892	0	0	0	0	0	0	0	0	0
10:25:4:992	0	0	0	0	0	0	0	0	0
10:25:5:86	0	0	0	0	0	0	0	0	0
10:25:5:187	0	0	0	0	0	0	0	0	0
10:25:5:287	0	0	0	0	0	0	0	0	0
10:25:5:403	0	0	0	0	0	0	0	0	0
10:25:5:516	0	0	0	0	0	0	0	0	0
10:25:5:624	0	0	0	0	0	0	0	0	0
10:25:5:711	0	0	0	0	0	0	0	0	0
10:25:5:820	0	0	0	0	0	0	0	0	0
10:25:5:937	0	0	0	0	0	0	0	0	0
10:25:6:46	0	0	0	0	0	0	0	0	0
10:25:6:175	0	0	0	0	0	0	0	0	0
10:25:6:268	0	0	0	0	0	0	0	0	0
10:25:6:378	0	0	0	0	0	0	0	0	0
10:25:6:485	0	0	0	0	0	0	0	0	0
10:25:6:600	0	0	0	0	0	0	0	0	0
10:25:6:697	0	0	0	0	0	0	0	0	0
10:25:6:808	0	0	0	0	0	0	0	0	0
10:25:6:922	0	0	0	0	0	0	0	0	0
10:25:7:24	0	0	0	0	0	0	0	0	0
10:25:7:134	0	0	0	0	0	0	0	0	0
10:25:7:253	0	0	0	0	0	0	0	0	0
10:25:7:373	0	0	0	0	0	0	0	0	0
10:25:7:462	0	0	0	0	0	0	0	0	0
10:25:7:584	0	0	0	0	0	0	0	0	0
10:25:7:691	0	0	0	0	0	0	0	0	0
10:25:7:794	0	0	0	0	0	0	0	0	0
10:25:7:905	0	0	0	0	0	0	0	0	0
10:25:8:7	0	0	0	0	0	0	0	0	0
10:25:8:113	0	0	0	0	0	0	0	0	0
10:25:8:235	0	0	0	0	0	0	0	0	0
10:25:8:340	0	0	0	0	0	0	0	0	0
10:25:8:456	0	0	0	0	0	0	0	0	0
10:25:8:553	0	0	0	0	0	0	0	0	0
10:25:8:669	0	0	0	0	0	0	0	0	0
10:25:8:775	0	0	0	0	0	0	0	0	0
10:25:8:885	0	0	0	0	0	0	0	0	0
10:25:8:990	0	0	0	0	0	0	0	0	0
10:25:9:104	0	0	0	0	0	0	0	0	0
10:25:9:215	0	0	0	0	0	0	0	0	0
10:25:9:325	0	0	0	0	0	0	0	0	0
10:25:9:427	0	0	0	0	0	0	0	0	0
10:25:9:535	0	0	0	0	0	0	0	0	0
10:25:9:660	0	0	0	0	0	0	0	0	0
10:25:12:865	0	0	0	0	0	0	0	0	0
10:25:12:982	0	0	0	0	0	0	0	0	0
10:25:13:97	0	0	0	0	0	0	0	0	0
10:25:13:191	0	0	0	0	0	0	0	0	0
10:25:13:296	0	0	0	0	0	0	0	0	0
10:25:13:420	0	0	0	0	0	0	0	0	0
10:25:13:515	0	0	0	0	0	0	0	0	0
10:25:13:626	0	0	0	0	0	0	0	0	0
10:25:13:729	0	0	0	0	0	0	0	0	0
10:25:13:852	0	0	0	0	0	0	0	0	0
10:25:13:944	0	0	0	0	0	0	0	0	0
10:25:14:52	0	0	0	0	0	0	0	0	0
10:25:14:193	0	0	0	0	0	0	0	0	0
10:25:14:298	0	0	0	0	0	0	0	0	0
10:25:14:417	0	0	0	0	0	0	0	0	0
10:25:14:510	0	0	0	0	0	0	0	0	0
10:25:14:627	0	0	0	0	0	0	0	0	0
10:25:14:735	0	0	0	0	0	0	0	0	0
10:25:14:842	0	0	0	0	0	0	0	0	0
10:25:14:941	0	0	0	0	0	0	0	0	0
10:25:15:52	0	0	0	0	0	0	0	0	0
10:25:15:175	0	0	0	0	0	0	0	0	0
10:25:15:276	0	0	0	0	0	0	0	0	0
10:25:15:375	0	0	0	0	0	0	0	0	0
10:25:15:498	0	0	0	0	0	0	0	0	0
10:25:15:610	0	0	0	0	0	0	0	0	0
10:25:15:700	0	0	0	0	0	0	0	0	0
10:25:15:815	0	0	0	0	0	0	0	0	0
10:25:15:921	0	0	0	0	0	0	0	0	0
10:25:16:46	0	0	0	0	0	0	0	0	0
10:25:16:138	0	0	0	0	0	0	0	0	0
10:25:16:258	0	0	0	0	0	0	0	0	0
10:25:16:359	0	0	0	0	0	0	0	0	0
10:25:16:486	0	0	0	0	0	0	0	0	0
10:25:16:587	0	0	0	0	0	0	0	0	0
10:25:16:685	0	0	0	0	0	0	0	0	0
10:25:16:791	0	0	0	0	0	0	0	0	0
10:25:16:905	0	0	0	0	0	0	0	0	0
10:25:17:29	0	0	0	0	0	0	0	0	0
10:25:17:118	0	0	0	0	0	0	0	0	0
10:25:17:240	0	0	0	0	0	0	0	0	0
10:25:17:353	0	0	0	0	0	0	0	0	0
10:25:17:445	0	0	0	0	0	0	0	0	0
10:25:17:567	0	0	0	0	0	0	0	0	0
10:25:17:675	0	0	0	0	0	0	0	0	0
10:25:17:778	0	0	0	0	0	0	0	0	0
10:25:17:899	0	0	0	0	0	0	0	0	0
10:25:17:990	0	0	0	0	0	0	0	0	0
10:25:18:114	0	0	0	0	0	0	0	0	0
10:25:18:246	0	0	0	0	0	0	0	0	0
10:25:18:352	0	0	0	0	0	0	0	0	0
10:25:18:466	0	0	0	0	0	0	0	0	0
10:25:18:562	0	0	0	0	0	0	0	0	0
10:25:18:674	0	0	0	0	0	0	0	0	0
10:25:18:799	0	0	0	0	0	0	0	0	0
10:25:18:906	0	0	0	0	0	0	0	0	0
10:25:19:4	0	0	0	0	0	0	0	0	0
10:25:19:127	0	0	0	0	0	0	0	0	0
10:25:19:222	0	0	0	0	0	0	0	0	0
10:25:19:335	0	0	0	0	0	0	0	0	0
10:25:19:437	0	0	0	0	0	0	0	0	0
10:25:19:543	0	0	0	0	0	0	0	0	0
10:25:19:670	0	0	0	0	0	0	0	0	0
10:25:19:781	0	0	0	0	0	0	0	0	0
10:25:19:894	0	0	0	0	0	0	0	0	0
10:25:19:982	0	0	0	0	0	0	0	0	0
10:25:20:93	0	0	0	0	0	0	0	0	0
10:25:20:209	0	0	0	0	0	0	0	0	0
10:25:20:328	0	0	0	0	0	0	0	0	0
10:25:20:417	0	0	0	0	0	0	0	0	0
10:25:20:541	0	0	0	0	0	0	0	0	0
10:25:20:654	0	0	0	0	0	0	0	0	0
10:25:20:756	0	0	0	0	0	0	0	0	0
10:25:20:866	0	0	0	0	0	0	0	0	0
10:25:20:965	0	0	0	0	0	0	0	0	0
10:25:21:80	0	0	0	0	0	0	0	0	0
10:25:21:211	0	0	0	0	0	0	0	0	0
10:25:21:313	0	0	0	0	0	0	0	0	0
10:25:21:403	0	0	0	0	0	0	0	0	0
10:25:21:530	0	0	0	0	0	0	0	0	0
10:25:21:630	0	0	0	0	0	0	0	0	0
10:25:21:738	0	0	0	0	0	0	0	0	0
10:25:21:846	0	0	0	0	0	0	0	0	0
10:25:21:957	0	0	0	0	0	0	0	0	0
10:25:22:69	0	0	0	0	0	0	0	0	0
10:25:22:185	0	0	0	0	0	0	0	0	0
10:25:22:293	0	0	0	0	0	0	0	0	0
10:25:22:389	0	0	0	0	0	0	0	0	0
10:25:22:497	0	0	0	0	0	0	0	0	0
10:25:22:610	0	0	0	0	0	0	0	0	0
10:25:22:711	0	0	0	0	0	0	0	0	0
10:25:22:822	0	0	0	0	0	0	0	0	0
10:25:22:943	0	0	0	0	0	0	0	0	0
10:25:23:54	0	0	0	0	0	0	0	0	0
10:25:23:171	0	0	0	0	0	0	0	0	0
10:25:23:258	0	0	0	0	0	0	0	0	0
10:25:23:380	0	0	0	0	0	0	0	0	0
10:25:23:480	0	0	0	0	0	0	0	0	0
10:25:23:597	0	0	0	0	0	0	0	0	0
10:25:23:689	0	0	0	0	0	0	0	0	0
10:25:23:814	0	0	0	0	0	0	0	0	0
10:25:23:917	0	0	0	0	0	0	0	0	0
10:25:24:52	0	0	0	0	0	0	0	0	0
10:25:24:171	0	0	0	0	0	0	0	0	0
10:25:24:278	0	0	0	0	0	0	0	0	0
10:25:24:369	0	0	0	0	0	0	0	0	0
10:25:24:489	0	0	0	0	0	0	0	0	0
10:25:24:577	0	0	0	0	0	0	0	0	0
10:25:24:702	0	0	0	0	0	0	0	0	0
10:25:24:804	0	0	0	0	0	0	0	0	0
10:25:24:917	0	0	0	0	0	0	0	0	0
10:25:25:16	0	0	0	0	0	0	0	0	0
10:25:25:126	0	0	0	0	0	0	0	0	0
10:25:25:243	0	0	0	0	0	0	0	0	0
10:25:25:355	0	0	0	0	0	0	0	0	0
10:25:25:452	0	0	0	0	0	0	0	0	0
10:25:25:577	0	0	0	0	0	0	0	0	0
10:25:25:682	0	0	0	0	0	0	0	0	0
10:25:25:786	0	0	0	0	0	0	0	0	0
10:25:25:897	0	0	0	0	0	0	0	0	0
10:25:26:1	0	0	0	0	0	0	0	0	0
10:25:26:115	0	0	0	0	0	0	0	0	0
10:25:26:235	0	0	0	0	0	0	0	0	0
10:25:26:322	0	0	0	0	0	0	0	0	0
10:25:26:448	0	0	0	0	0	0	0	0	0
10:25:26:545	0	0	0	0	0	0	0	0	0
10:25:26:661	0	0	0	0	0	0	0	0	0
10:25:26:761	0	0	0	0	0	0	0	0	0
10:25:26:868	0	0	0	0	0	0	0	0	0
10:25:26:990	0	0	0	0	0	0	0	0	0
10:25:27:90	0	0	0	0	0	0	0	0	0
10:25:27:208	0	0	0	0	0	0	0	0	0
10:25:27:317	0	0	0	0	0	0	0	0	0
10:25:27:435	0	0	0	0	0	0	0	0	0
10:25:27:554	0	0	0	0	0	0	0	0	0
10:25:27:678	0	0	0	0	0	0	0	0	0
10:25:27:780	0	0	0	0	0	0	0	0	0
10:25:27:887	0	0	0	0	0	0	0	0	0
10:25:27:996	0	0	0	0	0	0	0	0	0
10:25:28:100	0	0	0	0	0	0	0	0	0
10:25:28:222	0	0	0	0	0	0	0	0	0
10:25:28:326	0	0	0	0	0	0	0	0	0
10:25:28:426	0	0	0	0	0	0	0	0	0
10:25:28:549	0	0	0	0	0	0	0	0	0
10:25:28:647	0	0	0	0	0	0	0	0	0
10:25:28:750	0	0	0	0	0	0	0	0	0
10:25:28:856	0	0	0	0	0	0	0	0	0
10:25:28:973	0	0	0	0	0	0	0	0	0
10:25:29:85	0	0	0	0	0	0	0	0	0
10:25:29:199	0	0	0	0	0	0	0	0	0
10:25:29:302	0	0	0	0	0	0	0	0	0
10:25:29:409	0	0	0	0	0	0	0	0	0
10:25:29:536	0	0	0	0	0	0	0	0	0
10:25:29:679	0	0	0	0	0	0	0	0	0
10:25:29:741	0	0	0	0	0	0	0	0	0
10:25:29:845	0	0	0	0	0	0	0	0	0
10:25:29:961	0	0	0	0	0	0	0	0	0
10:25:30:59	0	0	0	0	0	0	0	0	0
10:25:30:170	0	0	0	0	0	0	0	0	0
10:25:30:292	0	0	0	0	0	0	0	0	0
10:25:30:403	0	0	0	0	0	0	0	0	0
10:25:30:513	0	0	0	0	0	0	0	0	0
10:25:30:607	0	0	0	0	0	0	0	0	0
10:25:30:721	0	0	0	0	0	0	0	0	0
10:25:30:834	0	0	0	0	0	0	0	0	0
10:25:30:941	0	0	0	0	0	0	0	0	0
10:25:31:42	0	0	0	0	0	0	0	0	0
10:25:31:156	0	0	0	0	0	0	0	0	0
10:25:31:280	0	0	0	0	0	0	0	0	0
10:25:31:387	0	0	0	0	0	0	0	0	0
10:25:31:487	0	0	0	0	0	0	0	0	0
10:25:31:604	0	0	0	0	0	0	0	0	0
10:25:31:702	0	0	0	0	0	0	0	0	0
10:25:31:820	0	0	0	0	0	0	0	0	0
10:25:31:928	0	0	0	0	0	0	0	0	0
10:25:32:26	0	0	0	0	0	0	0	0	0
10:25:32:149	0	0	0	0	0	0	0	0	0
10:25:32:260	0	0	0	0	0	0	0	0	0
10:25:32:357	0	0	0	0	0	0	0	0	0
10:25:32:481	0	0	0	0	0	0	0	0	0
10:25:32:585	0	0	0	0	0	0	0	0	0
10:25:32:686	0	0	0	0	0	0	0	0	0
10:25:32:810	0	0	0	0	0	0	0	0	0
10:25:32:910	0	0	0	0	0	0	0	0	0
10:25:33:26	0	0	0	0	0	0	0	0	0
10:25:33:121	0	0	0	0	0	0	0	0	0
10:25:33:235	0	0	0	0	0	0	0	0	0
10:25:33:333	0	0	0	0	0	0	0	0	0
10:25:33:470	0	0	0	0	0	0	0	0	0
10:25:33:570	0	0	0	0	0	0	0	0	0
10:25:33:700	0	0	0	0	0	0	0	0	0
10:25:33:794	0	0	0	0	0	0	0	0	0
10:25:33:897	0	0	0	0	0	0	0	0	0
10:25:34:63	0	0	0	0	0	0	0	0	0
10:25:34:149	0	0	0	0	0	0	0	0	0
10:25:34:250	0	0	0	0	0	0	0	0	0
10:25:34:363	0	0	0	0	0	0	0	0	0
10:25:34:459	0	0	0	0	0	0	0	0	0
10:25:34:554	0	0	0	0	0	0	0	0	0
10:25:34:651	0	0	0	0	0	0	0	0	0
10:25:34:790	0	0	0	0	0	0	0	0	0
10:25:34:879	0	0	0	0	0	0	0	0	0
10:25:34:981	0	0	0	0	0	0	0	0	0
10:25:35:97	0	0	0	0	0	0	0	0	0
10:25:35:204	0	0	0	0	0	0	0	0	0
10:25:35:331	0	0	0	0	0	0	0	0	0
10:25:35:420	0	0	0	0	0	0	0	0	0
10:25:35:539	0	0	0	0	0	0	0	0	0
10:25:35:638	0	0	0	0	0	0	0	0	0
10:25:35:750	0	0	0	0	0	0	0	0	0
10:25:35:870	0	0	0	0	0	0	0	0	0
10:25:35:965	0	0	0	0	0	0	0	0	0
10:25:36:75	0	0	0	0	0	0	0	0	0
10:25:36:201	0	0	0	0	0	0	0	0	0
10:25:36:307	0	0	0	0	0	0	0	0	0
10:25:36:418	0	0	0	0	0	0	0	0	0
10:25:36:511	0	0	0	0	0	0	0	0	0
10:25:36:636	0	0	0	0	0	0	0	0	0
10:25:36:740	0	0	0	0	0	0	0	0	0
10:25:36:832	0	0	0	0	0	0	0	0	0
10:25:36:958	0	0	0	0	0	0	0	0	0
10:25:37:68	0	0	0	0	0	0	0	0	0
10:25:37:210	0	0	0	0	0	0	0	0	0
10:25:37:304	0	0	0	0	0	0	0	0	0
10:25:37:408	0	0	0	0	0	0	0	0	0
10:25:37:510	0	0	0	0	0	0	0	0	0
10:25:37:620	0	0	0	0	0	0	0	0	0
10:25:37:729	0	0	0	0	0	0	0	0	0
10:25:37:856	0	0	0	0	0	0	0	0	0
10:25:37:969	0	0	0	0	0	0	0	0	0
10:25:38:96	0	0	0	0	0	0	0	0	0
10:25:38:196	0	0	0	0	0	0	0	0	0
10:25:38:302	0	0	0	0	0	0	0	0	0
10:25:38:424	0	0	0	0	0	0	0	0	0
10:25:38:527	0	0	0	0	0	0	0	0	0
10:25:38:625	0	0	0	0	0	0	0	0	0
10:25:38:750	0	0	0	0	0	0	0	0	0
10:25:38:859	0	0	0	0	0	0	0	0	0
10:25:38:954	0	0	0	0	0	0	0	0	0
10:25:39:77	0	0	0	0	0	0	0	0	0
10:25:39:173	0	0	0	0	0	0	0	0	0
10:25:39:289	0	0	0	0	0	0	0	0	0
10:25:39:386	0	0	0	0	0	0	0	0	0
10:25:39:501	0	0	0	0	0	0	0	0	0
10:25:39:620	0	0	0	0	0	0	0	0	0
10:25:39:733	0	0	0	0	0	0	0	0	0
10:25:39:835	0	0	0	0	0	0	0	0	0
10:25:39:934	0	0	0	0	0	0	0	0	0
10:25:40:48	0	0	0	0	0	0	0	0	0
10:25:40:161	0	0	0	0	0	0	0	0	0
10:25:40:256	0	0	0	0	0	0	0	0	0
10:25:40:370	0	0	0	0	0	0	0	0	0
10:25:40:491	0	0	0	0	0	0	0	0	0
10:25:40:609	0	0	0	0	0	0	0	0	0
10:25:40:702	0	0	0	0	0	0	0	0	0
10:25:40:807	0	0	0	0	0	0	0	0	0
10:25:40:927	0	0	0	0	0	0	0	0	0
10:25:41:39	0	0	0	0	0	0	0	0	0
10:25:41:140	0	0	0	0	0	0	0	0	0
10:25:41:253	0	0	0	0	0	0	0	0	0
10:25:41:360	0	0	0	0	0	0	0	0	0
10:25:41:477	0	0	0	0	0	0	0	0	0
10:25:41:586	0	0	0	0	0	0	0	0	0
10:25:41:693	0	0	0	0	0	0	0	0	0
10:25:41:794	0	0	0	0	0	0	0	0	0
10:25:41:903	0	0	0	0	0	0	0	0	0
10:25:42:14	0	0	0	0	0	0	0	0	0
10:25:42:138	0	0	0	0	0	0	0	0	0
10:25:42:248	0	0	0	0	0	0	0	0	0
10:25:42:335	0	0	0	0	0	0	0	0	0
10:25:42:457	0	0	0	0	0	0	0	0	0
10:25:42:568	0	0	0	0	0	0	0	0	0
10:25:42:687	0	0	0	0	0	0	0	0	0
10:25:42:784	0	0	0	0	0	0	0	0	0
