	Ток анода	Напряжение анода	Ток накала катода	Ток регулятора расхода	Ток магнитной системы	Ток накала катода	Температура НМ	Температура АП	Температура РР
9:54:30:660	0	0	0	0	0	0	0	0	0
9:54:30:773	0	0	0	0	0	0	0	0	0
9:54:30:900	0	0	0	0	0	0	0	0	0
9:54:31:5	0	0	0	0	0	0	0	0	0
9:54:31:116	0	0	0	0	0	0	0	0	0
9:54:31:216	0	0	0	0	0	0	0	0	0
9:54:31:311	0	0	0	0	0	0	0	0	0
9:54:31:429	0	0	0	0	0	0	0	0	0
9:54:31:541	0	0	0	0	0	0	0	0	0
9:54:31:638	0	0	0	0	0	0	0	0	0
9:54:31:748	0	0	0	0	0	0	0	0	0
9:54:31:863	0	0	0	0	0	0	0	0	0
9:54:31:984	0	0	0	0	0	0	0	0	0
9:54:32:84	0	0	0	0	0	0	0	0	0
9:54:32:198	0	0	0	0	0	0	0	0	0
9:54:32:298	0	0	0	0	0	0	0	0	0
9:54:32:411	0	0	0	0	0	0	0	0	0
9:54:32:518	0	0	0	0	0	0	0	0	0
9:54:32:628	0	0	0	0	0	0	0	0	0
9:54:32:739	0	0	0	0	0	0	0	0	0
9:54:32:848	0	0	0	0	0	0	0	0	0
9:54:32:970	0	0	0	0	0	0	0	0	0
9:54:33:61	0	0	0	0	0	0	0	0	0
9:54:33:181	0	0	0	0	0	0	0	0	0
9:54:33:301	0	0	0	0	0	0	0	0	0
9:54:33:403	0	0	0	0	0	0	0	0	0
9:54:33:510	0	0	0	0	0	0	0	0	0
9:54:33:608	0	0	0	0	0	0	0	0	0
9:54:33:716	0	0	0	0	0	0	0	0	0
9:54:33:837	0	0	0	0	0	0	0	0	0
9:54:33:941	0	0	0	0	0	0	0	0	0
9:54:34:42	0	0	0	0	0	0	0	0	0
9:54:34:166	0	0	0	0	0	0	0	0	0
9:54:34:276	0	0	0	0	0	0	0	0	0
9:54:34:379	0	0	0	0	0	0	0	0	0
9:54:34:501	0	0	0	0	0	0	0	0	0
9:54:34:593	0	0	0	0	0	0	0	0	0
9:54:34:712	0	0	0	0	0	0	0	0	0
9:54:34:850	0	0	0	0	0	0	0	0	0
9:54:34:949	0	0	0	0	0	0	0	0	0
9:54:35:50	0	0	0	0	0	0	0	0	0
9:54:35:144	0	0	0	0	0	0	0	0	0
9:54:35:248	0	0	0	0	0	0	0	0	0
9:54:35:352	0	0	0	0	0	0	0	0	0
9:54:35:463	0	0	0	0	0	0	0	0	0
9:54:35:580	0	0	0	0	0	0	0	0	0
9:54:35:687	0	0	0	0	0	0	0	0	0
9:54:35:797	0	0	0	0	0	0	0	0	0
9:54:35:908	0	0	0	0	0	0	0	0	0
9:54:36:5	0	0	0	0	0	0	0	0	0
9:54:36:116	0	0	0	0	0	0	0	0	0
9:54:36:246	0	0	0	0	0	0	0	0	0
9:54:36:350	0	0	0	0	0	0	0	0	0
9:54:36:453	0	0	0	0	0	0	0	0	0
9:54:36:575	0	0	0	0	0	0	0	0	0
9:54:36:677	0	0	0	0	0	0	0	0	0
9:54:36:797	0	0	0	0	0	0	0	0	0
9:54:36:892	0	0	0	0	0	0	0	0	0
9:54:37:4	0	0	0	0	0	0	0	0	0
9:54:37:117	0	0	0	0	0	0	0	0	0
9:54:37:227	0	0	0	0	0	0	0	0	0
9:54:37:332	0	0	0	0	0	0	0	0	0
9:54:37:438	0	0	0	0	0	0	0	0	0
9:54:37:562	0	0	0	0	0	0	0	0	0
9:54:37:660	0	0	0	0	0	0	0	0	0
9:54:37:762	0	0	0	0	0	0	0	0	0
9:54:37:886	0	0	0	0	0	0	0	0	0
9:54:37:989	0	0	0	0	0	0	0	0	0
9:54:38:93	0	0	0	0	0	0	0	0	0
9:54:38:203	0	0	0	0	0	0	0	0	0
9:54:38:307	0	0	0	0	0	0	0	0	0
9:54:38:434	0	0	0	0	0	0	0	0	0
9:54:38:551	0	0	0	0	0	0	0	0	0
9:54:38:644	0	0	0	0	0	0	0	0	0
9:54:38:748	0	0	0	0	0	0	0	0	0
9:54:38:864	0	0	0	0	0	0	0	0	0
9:54:38:974	0	0	0	0	0	0	0	0	0
9:54:39:81	0	0	0	0	0	0	0	0	0
9:54:39:185	0	0	0	0	0	0	0	0	0
9:54:39:297	0	0	0	0	0	0	0	0	0
9:54:39:429	0	0	0	0	0	0	0	0	0
9:54:39:544	0	0	0	0	0	0	0	0	0
9:54:39:631	0	0	0	0	0	0	0	0	0
9:54:39:732	0	0	0	0	0	0	0	0	0
9:54:39:848	0	0	0	0	0	0	0	0	0
9:54:39:956	0	0	0	0	0	0	0	0	0
9:54:40:78	0	0
